"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSNA3.SA","CYRE3.SA","ELET3.SA","EMBR3.SA","ENBR3.SA","GFSA3.SA","HGTX3.SA","LIGT3.SA","LREN3.SA","NATU3.SA","PETR3.SA","RENT3.SA","RSID3.SA","SBSP3.SA","TBLE3.SA","VALE3.SA"
2008-07-15,61015,0.52,8.25,18.49,18.89,20.24,3.36,11.03,2.47,21.35,18.27,22.84,10.16,5.69,10.24,8.06,13.24,27.03,14.07,44.8,15.22,58.55,7.93,18.07,40.27
2008-07-16,62056,0.51,8.84,19.22,20.16,21.43,3.36,11.29,2.53,21.6,20.03,22.86,11.17,5.91,11.23,8.62,13.4,28.17,14.38,44.1,14.99,62.76,8.28,18.21,39.69
2008-07-17,60109,0.74,8.74,18.65,20.21,20.86,3.37,10.54,2.47,20.3,19.05,21.86,10.84,5.86,10.83,8.49,13.73,27.3,14.15,42.24,14.66,59.18,8.15,17.59,37.55
2008-07-18,59988,0.72,7.87,18.91,20.61,20.82,3.38,10.57,2.36,20.27,18.27,21.94,10.53,5.83,10.4,8.57,13.4,26.33,14.26,42.25,14.48,55.16,8.06,17.59,37.12
2008-07-21,60772,0.73,8.35,18.96,20.63,20.39,3.41,10.74,2.47,21.3,18.86,22.1,10.65,5.85,10.61,8.49,14.02,26.42,14.38,43.18,14.66,54.19,8.49,18.4,38.48
2008-07-22,59647,0.71,7.97,18.19,20.61,20.32,3.38,10.75,2.38,20.98,19.25,21.9,11.27,5.84,10.76,7.65,14.12,26.15,14.07,41.8,14.62,53.42,8.26,18.17,37.04
2008-07-23,59421,0.73,7.78,18.8,20.68,20.98,3.41,10.6,2.38,20.4,20.32,22.12,11.38,5.86,11.36,8.49,13.97,26.55,13.88,40.41,15.03,54.19,8.34,17.78,37.01
2008-07-24,57434,0.72,7.77,18.74,20.34,20.78,3.37,10.48,2.33,19.36,20.09,21.69,11.1,5.57,11.12,8.45,13.58,27.22,13.85,38.45,15.12,55.06,7.95,17.69,35.28
2008-07-25,57199,0.71,7.77,18.38,20,20.63,3.36,10.49,2.32,19.07,19.92,21.61,11.04,5.56,11.46,8.49,13.75,28.36,14.3,38.3,16.03,54.92,7.74,17.58,35.09
2008-07-28,56869,0.7,7.77,17.49,19.65,20.19,3.38,10.37,2.4,19.43,19.16,21.95,10.92,5.55,11.04,7.89,13.38,27.39,13.92,38.64,16.22,54.87,7.7,17.33,35.49
2008-08-18,53327,0.76,5.83,16.91,18.21,19.86,3.73,10.07,2.73,17.26,18.45,20.51,12.45,4.94,10.08,7.51,12.79,24.65,14.66,35.72,15.26,55.16,7.39,16.2,32.66
2008-08-19,53639,0.76,5.83,16.83,18.07,19.33,3.79,10.28,2.75,17.28,17.91,20.69,12.16,4.91,9.76,7.55,13.07,25.71,14.94,36.77,15.21,52.26,7.37,16.13,33.16
2008-08-20,55377,0.77,6.02,17.17,18.41,19.47,3.79,10.1,2.78,18.2,18.94,20.91,12.36,5.01,10.06,7.47,12.75,26.14,15.33,38.57,15.25,52.45,7.41,16.35,34.98
2008-08-21,55935,0.77,6.17,17.66,18.49,19.45,3.82,9.84,2.75,18.76,19.37,21.54,12.21,5.21,10.25,7.23,12.75,26.05,15.92,39.77,15.07,53.37,7.5,16.12,35.66
2008-08-22,55850,0.78,6.12,17.82,18.61,19.61,3.81,9.94,2.79,18.92,18.7,21.94,12.6,5.17,9.78,7.13,12.75,26.33,15.21,39.58,15.07,51.29,7.4,16.48,35.08
2008-08-25,54477,0.78,6.02,17.27,18.14,19.13,3.83,9.8,2.77,18.21,18.36,21.83,12.27,5.01,9.64,7.22,12.4,25.71,15.26,38.24,15.03,49.31,7.47,16.47,34.01
2008-08-26,54359,0.76,6.07,16.83,17.9,18.74,3.84,9.88,2.81,18.41,17.82,21.49,12.53,4.93,9.4,7.47,12.67,25.97,15.06,38.57,15.07,48.82,7,15.65,34.05
2008-08-27,55519,0.76,6.07,17.74,18.21,19.37,3.86,9.94,2.88,18.93,18.04,22.16,12.37,4.84,9.85,7.47,12.92,26.61,15.64,39.67,14.8,50.81,7.17,15.57,35.16
2008-08-28,56382,0.78,5.83,18.34,18.59,19.42,4.04,10.04,2.91,19.39,18,22.01,12.75,4.82,9.83,7.51,13.22,26.58,15.52,39.76,15.03,49.98,7.47,15.31,35.34
2008-08-29,55680,0.78,5.83,18.03,18.47,19.81,3.92,9.74,2.79,19.27,18.26,21.61,12.89,4.84,9.91,7.47,12.69,26.15,15.03,39.17,15.03,48.39,7.25,15.58,35.07
2008-09-01,55162,0.78,5.44,17.53,18.14,19.56,3.84,9.63,2.76,19.44,18.22,21.9,12.96,4.91,10.78,7.43,12.61,25.45,15.33,38.39,14.71,50.42,7.12,15.38,34.52
2008-09-02,54404,0.77,5.85,17.69,18.5,19.56,3.81,9.54,2.81,18.31,18.21,21.98,13.28,4.76,10.64,7.72,12.54,25.58,15.13,37.47,15.02,49.64,7.07,15.31,33.72
2008-09-03,53527,0.78,5.54,17.51,18.53,19.59,3.69,9.38,2.81,17.79,17.73,21.46,13.46,4.79,10.22,7.47,12.1,25.26,14.78,36.81,14.52,45.43,6.78,15.15,33.56
2008-09-04,51409,0.76,4.86,16.98,18.34,19.08,3.72,9.03,2.68,16.44,16.65,20.84,12.78,4.47,9.47,7.6,11.97,25.04,14.68,35.46,14.25,40.55,6.79,14.61,32.55
2008-09-05,51940,0.77,4.86,17.05,18.35,19.3,3.8,9.14,2.67,16.5,16.17,20.99,13.17,4.33,9.64,7.05,12.07,25.27,14.4,35.54,14.39,40.98,6.68,14.84,32.91
2008-09-08,50718,0.78,5.44,16.64,18.64,19.26,3.82,9.01,2.61,15.88,16.98,20.94,12.99,4.35,9.85,7.3,12.25,24.47,13.79,33.88,14.67,39.92,6.84,14.68,31.71
2008-09-09,48435,0.78,5.51,16.29,18.25,19.13,3.62,8.83,2.51,14.56,16.79,20.05,13.04,4.2,9.87,7.26,12.19,23.74,13.28,31.51,13.75,36.05,6.46,14.26,30.14
2008-09-10,49633,0.81,4.95,16.86,18.23,20.2,3.61,8.82,2.57,15.17,17.29,19.46,13.01,4.25,10.35,7.12,12.46,24.2,13.62,32.24,13.84,36.97,6.61,13.61,31.91
2008-09-11,51270,0.82,4.65,17.13,18.33,20.55,3.49,8.88,2.67,16.3,17.28,19.51,13.26,4.36,9.91,7.05,12.8,24.81,14.14,35.54,13.52,38.95,6.77,13.68,33.56
2008-09-12,52393,0.82,4.61,17.02,18.29,20.12,3.39,8.97,2.7,17.34,16.93,19.79,12.84,4.59,9.79,7.13,12.92,25.27,14.34,37.11,13.02,42.53,6.73,14.5,34.42
2008-09-15,48416,0.82,4.01,15.51,17.59,18.96,3.36,8.82,2.58,15.72,15.73,18.48,12.72,4.36,9.14,7.13,12.48,23.32,13.53,33.42,12.21,39.43,6.33,14.53,31.38
2008-09-16,49229,0.78,3.88,16.55,16.91,18.79,3.27,8.8,2.71,16.42,15.95,17.64,13,4.31,9,7.71,13.09,21.28,14.09,35.34,12.79,37.84,6.04,14.34,32.19
2008-09-17,45909,0.77,3.88,15.08,16.35,17.75,3.2,8.14,2.58,14.92,14.7,16.38,12.58,3.87,8.45,6.71,12.07,20.58,13.19,33.71,12.28,31.55,5.53,13.92,29.93
2008-09-18,48423,0.79,3.64,15.92,17.53,18.35,3.2,8.85,2.58,15.63,16.49,17.14,12.87,3.93,9.23,6.74,12.28,20.56,13.27,36.09,11.92,31.98,5.72,14.88,32.11
2008-09-19,53055,0.83,3.88,17.42,18.6,19.7,3.37,9.47,2.67,17.73,18.27,19.63,13.18,4.28,10.83,7.47,13.14,23.85,15.05,39.37,12.79,37.5,6.39,15.27,34.77
2008-09-22,51541,0.82,5.61,16.68,18.26,19.18,3.38,9.46,2.8,16.88,17.48,19.56,12.58,4.28,10.19,7.55,12.61,21.19,14.93,39.47,12.28,36.05,5.94,15.37,33.8
2008-09-23,49593,0.8,4.5,16.9,17.95,18.85,3.26,9.62,2.84,15.71,17.64,18.86,12.68,4.31,9.74,6.81,12.31,19.5,14.58,37.64,10.95,33.87,5.66,15.54,31.33
2008-09-24,49843,0.8,4.79,16.83,17.67,18.41,3.19,9.79,2.79,16.05,17.47,18.24,13.14,4.3,9.76,6.95,12.56,18.97,14.57,38.68,10.45,31.21,5.65,15.4,31.87
2008-09-25,51828,0.81,4.81,17.28,18.29,18.69,3.36,10.17,2.88,15.74,18.27,19.32,13.3,4.53,10.27,7.22,12.89,20.39,14.66,40.45,11.44,32.42,5.99,15.62,32.98
2008-09-26,50783,0.81,4.76,17.24,18.57,17.62,3.32,10.27,2.86,15,17.82,20.14,12.28,4.5,10.27,6.79,13.2,20.64,14.96,39.49,11.31,31.93,5.8,15.93,31.06
2008-09-29,46028,0.76,2.45,15.52,17.26,16.41,3.15,9.42,2.77,12.95,16.22,19.56,11.76,4.01,9.34,6.27,12.64,18.35,14.14,36.27,9.47,25.21,4.93,15.45,27.27
2008-09-30,49541,1.12,4.86,17.24,18.57,17.67,3.28,10.17,3,13.9,17.38,20.73,12.32,4.05,10.23,6.53,13.13,20.83,14.65,38.77,9.09,26.13,5.18,16,29.49
2008-10-01,49799,1.11,4.86,17.05,18.77,18.54,3.27,10.6,3.04,13.44,17.55,20.07,12.28,4.22,10.1,6.36,13.02,21.38,15.68,38.2,8.41,24.14,5.33,15.77,29.36
2008-10-02,46145,1.08,3.5,15.39,18.16,16.67,3.05,10.36,2.97,12.61,16,19.46,12.17,3.99,8.73,6.41,12.7,17.86,14.89,35.72,7.97,21.87,5.35,15.46,26.26
2008-10-03,44517,1.06,3.2,14.4,16.69,16.09,2.86,10.57,3.08,12.17,15.15,19.78,12.05,3.88,7.87,6.37,12.31,18.7,15.52,35.08,6.87,22.5,4.97,15.54,26.41
2008-10-06,42101,1.08,3.2,13.36,15.61,14.81,2.85,10.32,3.08,11.15,15.51,18.86,11.15,3.82,7.71,5.83,11.61,16.8,14.53,34.11,5.8,17.9,4.82,15.46,24.41
2008-10-07,40140,1.08,3.4,12.58,15.54,13.42,2.85,10.03,3.04,10.27,13.37,18.16,11.19,3.97,7.43,5.26,11.09,16.62,14.26,32.09,6.19,16.21,4.52,14.61,23.41
2008-10-08,38594,1.02,2.92,12.05,15.82,14.33,2.82,8.84,2.79,10.13,11.78,17.21,10.35,3.89,7.68,4.92,10.84,15.07,13.78,30.59,6.51,15.48,4.53,13.61,23.4
2008-10-09,37080,0.98,3.4,11.1,14.3,14.18,2.75,8.42,2.79,9.89,10.18,17.51,10.02,3.87,6.39,4.92,9.98,15.6,13.58,28.5,6.6,15.05,4.13,12.83,22.54
2008-10-10,35610,0.98,3.3,10.61,14.08,13.2,2.63,8.24,2.71,9.38,9.71,16.48,8.99,3.61,5.48,4.41,10.25,14.04,13.39,27.64,6.26,16.45,3.94,11.98,22.83
2008-10-13,40829,1,3.69,12.81,16.44,15.64,3.02,9.26,2.84,10.91,10.34,18.02,10.05,3.8,6.64,5.39,11.12,17.02,13.95,30.86,6.95,18.87,4.51,13.92,25.82
2008-10-14,41569,1.04,3.69,13.64,17.27,16.26,3.04,9.4,2.86,10.4,11.41,18.64,10.2,3.99,7.3,5.51,11.92,17.73,13.61,31.22,7.33,18.39,4.91,14.57,25.41
2008-10-15,36833,0.97,3.3,12.21,15.89,15.21,2.9,8.88,2.74,8.62,9.36,17.75,9.22,3.94,5.73,4.97,11.08,16.21,13.39,26.89,6.6,15.44,4.32,13.14,20.69
2008-10-16,36442,0.98,2.92,11.63,15.07,14.68,2.86,9.16,2.62,10.11,9.62,17.58,9.43,3.87,5.94,4.97,11.97,17.46,14.18,24.56,7.06,16.45,4.22,14.46,20.17
2008-10-17,36399,1.05,3.3,11.44,14.6,14.63,2.8,8.74,2.57,10.15,9.63,17.14,9.32,3.88,6.14,5.39,11.49,16.52,13.47,25.18,7.19,17.66,4.14,13.92,20.44
2008-10-20,39441,1.09,3.4,12.58,15.68,15.78,2.89,9.03,2.67,10.91,10.74,17.51,9.95,3.99,7.22,5.5,12.08,18.62,14.26,28.14,7.65,19.45,4.75,14.3,23.16
2008-10-21,39043,1.09,3.84,12.43,14.79,16.02,2.93,8.81,2.61,10.28,11.05,17.21,10.11,4.03,7.75,5.25,11.86,17.61,13.79,27.87,7.14,21.77,4.54,14.53,23.4
2008-10-22,35070,0.95,3.4,10.52,13.74,14.64,2.57,8.31,2.51,9.02,9.14,15.75,9.37,3.91,6.2,5.25,10.5,16.4,13.47,25.66,5.87,19.35,4.17,13.88,22.07
2008-10-23,33818,0.95,3.4,9.92,12.78,14.16,2.52,8.12,2.51,8.87,8.39,14.99,9.52,3.74,5.88,4.67,10.98,15.78,13.86,24.79,5.96,19.69,3.84,13.8,20.81
2008-10-24,31482,0.93,3.4,9.66,11.6,14.06,2.23,8.11,2.28,8.17,7.42,14.58,8.99,3.41,5.09,4.24,10.86,14.66,13.73,22.27,5.96,18.39,3.97,13.07,19.79
2008-10-27,29435,0.88,2.62,8.87,11.33,13.79,1.97,7.69,2.05,7.85,6.91,14.39,8.44,3.26,4.59,4.07,10.65,14.8,13.11,20.2,4.85,18.39,3.56,12.71,17.93
2008-10-28,33387,0.97,2.62,10.04,12.78,13.92,2.09,8.45,2.11,9.55,9.22,16.12,9.24,3.65,5.94,4.58,12.17,16.46,13.39,22.21,6.04,20.32,4.08,12.87,20.41
2008-10-29,34845,0.96,3.41,10.61,13.4,13.6,2.19,8.83,2.32,9.77,10.25,16.94,10,3.83,6.94,4.88,12.54,16.84,13.53,23.87,6.32,21,4.32,12.95,21.04
2008-10-30,37449,0.95,3.88,11.11,15.19,14.56,2.62,9.11,2.63,10.67,10.78,19.26,10.72,4.02,7.25,4.92,12.75,16.36,14.34,25.81,8.05,21.73,4.69,13.34,22.55
2008-10-31,37257,0.98,3.99,11.2,15.19,15.29,2.81,9.14,2.64,9.79,9.45,19.23,10.58,3.97,6.48,5.08,12.41,13.92,14.81,26.27,7.93,21.34,4.91,13.22,23.03
2008-11-03,38249,0.97,3.88,10.85,15.12,15.6,2.71,9.14,2.6,9.75,10.52,19.05,10.23,4.03,7.07,5.09,12.44,15.51,15.68,25.88,7.36,20.71,5.18,13.39,23.53
2008-11-04,40255,0.96,3.93,12.55,15.54,16.75,2.7,9.36,2.7,10.37,11.29,19.16,10.54,4.25,7.57,5.18,12.4,16.01,16.63,28.46,7.61,21.29,5.14,13.73,25.18
2008-11-05,37786,0.96,3.76,12.17,14.19,16.21,2.62,8.79,2.53,9.07,10.52,18.2,10.54,4.18,6.54,5.01,11.54,15.34,17.19,27.37,6.56,19.35,4.89,13.53,23.04
2008-11-06,36362,1,3.17,11.37,13.86,16.85,2.61,8.71,2.64,8.39,8.64,18.01,9.45,4.08,5.29,5.01,11.68,14.8,16.72,25.5,6.32,17.66,4.79,13.45,22.31
2008-11-07,36665,1.05,3.2,11.6,13.19,17.67,2.61,8.77,2.79,8.31,8.2,18.05,8.67,4.11,5.12,4.55,11.92,15.43,16.62,25.9,6.37,18.05,4.73,13.45,21.62
2008-11-10,36776,1.05,3.4,10.92,14.01,16.99,2.56,8.4,2.9,8.1,7.04,17.7,8.36,3.91,4.63,5.01,11.36,15.58,15.6,26.89,6,16.4,4.96,13.53,22.63
2008-11-11,37262,1.03,3.4,10.79,13.92,16.9,2.66,8.67,3.17,8.39,7.22,19.56,8.24,3.87,4.35,4.92,11.17,14.71,16.63,26.4,5.5,16.45,4.84,13.53,22.92
2008-11-12,34374,0.98,2.92,10,12.92,16.16,2.68,8.45,3.04,7.5,6.52,16.61,7.74,3.74,3.91,4.67,11.09,13.91,15.92,22.9,5.18,14.76,4.65,13.92,21.43
2008-11-13,35993,1.1,3.56,10.69,13.83,16.36,2.8,8.88,3.39,7.85,6.92,18.5,7.68,3.91,3.97,4.74,11.61,13.12,17.03,23.53,5.62,15.39,5.06,15.42,22.14
2008-11-14,35789,1.06,3.5,10.57,13.61,16.7,2.89,8.91,3.3,7.91,6.59,18.89,7.67,3.93,4.08,5.08,11.68,12.33,16.24,23.05,5.64,15.97,4.95,14.42,21.95
2008-11-17,35717,1.05,3.5,10.69,13.88,16.07,2.88,9.39,3.2,8.05,6.15,19.41,7.95,4.13,3.74,5.01,12.31,12.15,15.84,23.01,5.4,14.71,4.99,15.45,21.66
2008-11-18,34095,1.05,3.5,10.16,13.28,14.79,2.95,9.37,3,7.5,5.79,19.6,7.84,4.12,3.48,4.95,12.7,12.3,16.16,21.39,5.22,14.18,5.09,14.91,20.73
2008-11-19,33405,1,3.12,10.1,12.5,14.96,2.97,9.57,3.04,7.54,5.61,19.71,7.69,4.25,3.42,4.92,12.41,12.41,16.63,20.48,5.22,13.89,4.78,15.23,20.28
2008-11-21,31251,1.04,3.11,8.65,11.4,15.49,2.91,9.32,3.24,6.82,5.17,19.12,7.38,4.33,2.91,4.75,12.03,10.95,16.41,18.56,5.22,12.29,4.32,14.88,18.5
2008-11-24,34189,1.03,3.11,9.47,12.47,16.04,2.87,9.67,3.42,7.93,5.62,19.05,7.53,4.41,3.21,4.74,12.75,11.51,16.44,20.85,5.31,13.16,4.52,15.31,21.18
2008-11-25,34813,0.99,3.5,9.76,12.56,16.55,2.9,9.74,3.37,8.27,6.42,19.27,8.04,4.25,3.35,4.67,12.67,12.01,15.92,21.21,5.14,14.23,4.37,14.91,21.75
2008-11-26,36470,0.96,3.88,10.68,13.74,17.33,3.02,9.71,3.17,8.72,7,20.29,8.34,4.31,3.86,4.88,13.14,11.83,16.63,22.24,5.69,15.39,4.54,14.88,22.38
2008-11-27,36213,0.98,3.88,10.73,13.88,16.99,2.96,9.62,3.1,8.8,6.87,19.86,8.24,4.31,3.93,5.09,13.22,11.89,16.27,21.69,5.77,15.39,4.44,15.11,21.95
2008-11-28,36596,0.99,3.88,10.84,14.64,17.27,2.97,9.14,3.02,8.83,6.99,19.78,8.05,4.3,3.72,5.69,13.31,11.77,16.32,21.81,6.13,16.64,4.6,14.94,22.33
2008-12-01,34741,0.95,3.79,10.84,13.95,17.18,2.84,9.28,2.92,8.22,6.58,19.52,8.35,4.38,3.42,5.51,12.87,11.34,17.03,19.98,6.28,15,4.29,14.42,20.69
2008-12-02,35001,0.97,3.79,10.8,14.16,17.23,2.99,9.79,3.04,8.25,6.68,19.6,8.37,4.25,3.46,5.22,12.89,11.42,17.58,19.87,6.13,14.81,4.5,14.8,19.92
2008-12-03,35297,0.99,3.79,10.84,14.2,17.02,3.1,10.05,3.17,8.06,6.24,19.54,8.94,4.35,3.27,4.75,13.3,11.21,17.63,20.97,5.96,14.61,4.62,14.92,20.18
2008-12-04,35128,0.97,3.45,11.07,14.17,16.22,3.12,10.14,3.24,8.18,6.67,19.98,9.36,4.42,3.48,5.22,13.36,11.7,17.6,20.01,5.87,14.42,4.6,15.31,19.54
2008-12-05,35347,0.96,3.45,11.94,14.16,17,3.07,10.03,3.25,7.95,7.13,20.99,9.03,4.36,3.48,5.18,13.55,12.36,17.81,19.74,5.96,14.71,4.7,15.65,19.11
2008-12-08,38285,1.01,3.96,13.01,14.44,17.77,3,9.98,3.17,9.02,7.93,21.61,9.36,4.42,3.95,5.6,13.64,12.59,17.18,22.46,6.41,14.85,4.93,15.19,21.5
2008-12-09,37968,1,4.08,12.85,14.44,17.77,2.82,9.73,3.1,9.14,8.02,21.42,9.26,4.38,3.95,5.6,12.97,12.64,16.45,22.22,6.38,14.52,5.05,15.77,21.8
2008-12-10,39004,1.03,3.96,12.36,14.37,18.28,2.82,9.58,3.09,9.75,8.64,20.55,9.49,4.35,4.26,5.51,13.31,13.12,16.24,24.48,6.84,14.61,5.21,14.6,23.29
2008-12-11,38519,1.05,3.96,11.82,14.09,17.4,2.98,9.17,3.2,9.66,8.69,19.79,8.94,4.14,4.31,5.77,12.57,14.1,16.53,24.73,7.05,16.5,5.01,14.69,22.8
2008-12-12,39374,1.08,3.96,11.86,14.3,17.38,3.02,9.45,3.38,9.82,8.47,20.77,9.63,4.07,4.26,5.93,12.82,14.41,17.03,25.34,6.74,17.37,5.25,15.08,22.89
2008-12-15,38320,1.05,3.96,11.29,14,16.9,2.97,9.11,3.1,9.84,7.94,20.22,9.26,4.01,4.15,5.93,12.44,13.92,16.91,25.48,6.41,17.71,5.29,14.69,23.03
2008-12-16,39993,1.1,3.96,11.86,14.47,17.48,3.11,9.41,3.1,10.4,8.22,20.36,9.2,4.01,4.44,6.7,13.14,14.75,16.63,26.49,6.64,18.39,5.62,14.99,24.26
2008-12-17,39947,1.06,3.96,11.56,14.71,16.74,3.12,9.17,3.13,10.76,7.95,20.04,8.99,3.91,4.22,6.36,12.47,13.75,16.71,27.22,6.41,17.23,5.44,14.84,24.58
2008-12-18,39536,1.08,3.45,11.63,14.71,16.12,3.14,9.31,3.06,10.95,7.71,20.99,9.31,4.08,4.22,6.28,12.8,14.18,16.63,25.8,6.55,17.42,5.56,14.84,23.37
2008-12-19,39131,1.05,3.42,11.52,14.3,16.02,3.26,9.36,3.05,10.74,8.11,20.78,8.95,4.08,4.39,6.32,13.47,13.83,16.44,25.61,6.51,17.66,5.68,15.27,23.28
2008-12-22,37619,1.04,3.42,11.41,13.89,16,3.06,9.15,2.97,9.7,7.97,20.01,8.85,3.89,4.46,6.71,12.73,14.18,15.92,23.98,6.41,17.66,5.17,14.69,21.81
2008-12-23,36471,1.01,3.42,10.61,13.39,15.54,3.11,8.97,2.95,9.34,7.26,18.93,8.52,3.75,3.99,6.69,12.36,13.45,15.68,23.77,6.23,16.94,5.14,14.27,20.98
2008-12-26,36864,1,3.42,10.61,13.28,15.24,3.15,8.73,2.87,9.58,7.62,19.04,8.29,3.82,3.99,6.79,12.34,13.12,15.21,24.65,6.33,17.52,5.33,14.29,21.99
2008-12-29,37060,1,3.42,10.61,13.45,14.56,3.11,8.67,2.86,9.72,7.86,18.61,8.23,3.79,4.26,6.45,12.2,13.47,14.81,24.87,6.28,18.14,5.49,13.92,21.94
2008-12-30,37550,1.04,3.42,11.13,13.81,14.44,3.1,8.64,2.95,9.89,8.2,18.97,8.29,3.84,4.45,6.74,12.12,13.89,15.04,25.24,6.51,18.29,5.46,14.34,22.46
2009-01-02,40244,1.09,3.42,11.37,14.57,15.53,3.23,8.92,3.09,10.82,8.72,19.88,9.59,3.82,4.97,6.54,13.02,14.76,16.26,27.42,6.62,18.82,5.67,14.61,24.74
2009-01-05,41519,1.05,3.7,11.58,14.46,15.42,3.4,8.92,3.07,11.78,9.35,19.92,9.75,3.74,5.22,6.37,12.75,14.16,16.47,28.02,6.69,21.68,5.64,14.07,26.09
2009-01-06,42312,1.04,3.87,12.22,14.71,15.25,3.31,8.88,3.1,12.48,9.8,19.22,9.72,3.71,5.56,6.07,12.43,14.54,15.6,28.48,6.93,24.53,5.39,14.13,26.81
2009-01-07,40820,1.03,3.87,11.95,14.5,15.34,3.28,8.82,3.13,11.97,9.8,19.25,9.41,3.72,5.41,5.94,12.28,14.18,15.05,27,6.94,22.69,5.15,13.8,25.15
2009-01-08,41991,1.04,3.87,11.67,14.61,16.21,3.22,8.75,3.11,12.8,9.62,19.2,9.79,3.86,5.48,5.77,12.42,14.54,15.31,28.42,7.15,24.1,5.44,14.03,26.27
2009-01-09,41583,1.04,3.87,12.04,14.5,15.49,3.27,8.75,3.05,12.64,9.35,18.97,9.83,3.84,5.52,5.86,12.36,14.77,15.25,28.37,7.39,23.95,5.61,14.85,25.84
2009-01-12,39403,1.03,3.87,11.94,13.81,15.29,3.1,8.64,3,11.76,8.29,19.27,9.35,3.89,5.09,5.52,12.54,13.79,15.44,26.3,7.28,22.26,5.23,14.77,23.78
2009-01-13,39544,1.04,3.87,11.47,13.54,15.1,3.24,8.82,3.09,11.56,8.24,19.8,9.57,3.91,5.03,5.94,12.56,14.01,15.84,26.39,7.19,21.48,5.44,14.92,24.42
2009-01-14,37982,1.03,2.96,10.7,12.71,14.85,3.15,8.81,3.02,11.32,7.71,19.27,9.29,3.85,4.67,6,12.42,13.29,16,25.42,7.02,19.84,5.14,14.84,23.28
2009-01-15,39151,1.15,3.28,11.37,12.78,15.69,3.17,8.93,3.08,11.82,8.29,20.27,9.54,3.87,4.88,5.94,12.58,14.58,15.84,26.25,7.14,20.85,5.18,14.6,23.89
2009-01-16,39342,1.12,2.83,10.91,12.77,16.26,3.26,8.86,3.06,12.11,8.54,20.56,9.41,3.9,5.02,6,13.05,15.81,16.14,26.63,7.17,21.77,5.17,14.07,24.34
2009-01-19,38828,1.1,2.91,10.95,13.23,15.41,3.17,8.62,2.99,12.23,8.25,19.87,9.22,3.81,4.82,5.98,12.88,14.89,15.34,26.14,7.24,21.97,5.13,14.32,24.07
2009-01-20,37272,1.07,2.84,10.19,12.09,14.82,3.05,8.52,3.01,11.41,7.46,19.22,9.4,3.73,4.42,5.81,12.38,14.03,15.56,25.21,6.96,20.56,4.95,13.92,23.01
2009-01-21,38543,1.08,2.84,10.42,12.63,14.93,3.01,8.65,2.95,12.22,7.82,19.52,9.45,3.74,4.55,5.85,12.95,13.92,16.04,26.64,6.93,21.48,5.05,14.3,23.68
2009-01-22,37894,1.09,2.72,10.27,12.61,15.13,2.99,8.7,3.07,12.11,7.16,19.27,9.13,3.75,4.29,5.62,12.6,13.61,16.4,25.99,6.92,20.03,5.08,14.23,23.71
2009-01-23,38132,1.09,2.72,10.08,12.71,14.81,3.06,8.68,3.07,11.76,7.47,19.34,9.22,3.73,4.35,5.85,12.53,13.21,17.01,25.93,6.98,20.32,5.14,14.3,24.54
2009-01-26,38509,1.07,2.74,10.7,12.61,14.96,3.12,8.69,3.01,11.93,7.5,19.41,9.11,3.84,4.34,5.85,12.64,13.08,16.87,26.25,7.13,20.18,5.2,14.39,25
2009-01-27,38699,1.07,2.74,10.88,12.56,15.58,3.09,8.57,3.08,12.21,7.68,19.16,8.94,3.74,4.33,5.77,12.86,12.85,16.4,26.03,7.19,20.71,5.2,14.19,26.05
2009-01-28,40227,1.08,2.74,11.15,12.85,15.07,3.15,8.7,3.15,12.64,8.51,19.24,8.73,3.74,4.92,5.81,13.14,12.85,15.69,27.96,7.65,22.31,5.11,14.38,27.53
2009-01-29,39638,1.07,2.74,10.73,12.57,15,3.09,8.74,3.11,12.32,8.44,19.27,8.5,3.77,5.01,5.94,13.12,12.59,15.92,27.56,7.49,22.26,5.06,14.1,26.8
2009-01-30,39301,1.09,2.74,10.76,12.57,15.53,3,8.61,3.13,12,8.29,19.16,8.17,3.77,4.97,5.94,13.11,12.54,15.76,27.89,7.51,21.73,4.93,13.87,26.37
2009-02-02,38666,1.07,3.11,10.43,12.36,14.76,3.02,8.47,3.07,12,8.42,18.68,8.26,3.76,5.12,5.94,13.17,12.63,15.68,27.33,7.48,21.77,4.6,13.65,26.21
2009-02-03,39747,1.12,3.06,10.75,12.44,14.73,3.17,8.57,3.24,12.39,9.27,18.64,8.41,3.8,5.6,6.09,12.92,12.9,15.78,28.38,7.28,23.18,4.71,13.61,27.51
2009-02-04,40129,1.12,3.06,10.58,12.6,14.94,3.12,8.7,3.22,12.79,8.78,18.64,8.3,3.74,5.43,6.09,13.02,12.73,15.86,28.61,7.24,19.31,4.55,13.53,28.73
2009-02-05,41109,1.13,2.91,10.91,12.98,15.22,3.06,8.89,3.2,13.21,8.88,19.27,8.37,3.76,5.5,6.07,13.55,12.59,16.2,28.92,7.55,18.29,4.72,13.69,29.98
2009-02-06,42756,1.15,2.91,11.05,13.19,15.1,3.06,8.85,3.16,13.71,9.27,19.6,8.63,3.91,5.52,6.28,13.75,12.74,16.95,30.48,7.76,18.34,4.91,13.92,31.44
