"datas","X.BVSP","ABEV3.SA","ALLL3.SA","BBAS3.SA","BBDC3.SA","BRFS3.SA","BRML3.SA","CCRO3.SA","CPFE3.SA","CRUZ3.SA","CSAN3.SA","CSNA3.SA","CYRE3.SA","DTEX3.SA","ELET3.SA","ELPL4.SA","EMBR3.SA","ENBR3.SA","EVEN3.SA","GFSA3.SA","HGTX3.SA","ITSA4.SA","JBSS3.SA","LIGT3.SA","LREN3.SA","MRFG3.SA","MRVE3.SA","NATU3.SA","PDGR3.SA","PETR3.SA","POMO4.SA","RENT3.SA","RSID3.SA","SBSP3.SA","SUZB5.SA","TBLE3.SA","VALE3.SA"
2008-05-15,71492,0.67,9.23,22.36,22.79,23.79,8.99,3.68,11.26,2.74,22.22,27.48,23.97,8.21,18.75,19.35,16,5.37,8.87,14.86,9.56,6.84,7.37,14.98,34.88,19.09,10.94,15.38,10.38,51.79,3.14,18.78,88.59,9.14,23.87,18.55,56.15
2008-05-16,72767,0.67,8.74,22.66,23.09,24.42,8.94,3.56,11.53,2.83,22.22,28.19,24.33,8.3,19.05,19.51,15.98,5.41,8.91,15.28,9.68,6.79,7.7,14.77,35.46,19.61,10.98,15.77,10.11,53.16,3.24,18.97,75.39,9.03,24.29,18.96,58.16
2008-05-19,73439,0.66,10.29,22.85,23.31,24.03,8.81,3.46,11.29,2.79,21.9,28.55,24.59,8.29,19.49,18.92,16.01,5.52,9.18,15.01,10.06,6.83,8,14.19,33.95,20.13,10.59,15.58,10.18,54.81,3.2,19.8,71.37,9.01,24.68,17.82,57.68
2008-05-20,73517,0.66,8.75,22.82,23.2,23.64,8.72,3.54,11.19,2.79,21.78,28.41,24.02,8.31,19.45,18.62,15.89,5.57,9.35,14.61,9.76,6.7,8.15,14.05,34.31,20.68,10.27,15.54,10.15,56.47,3.11,19.61,75.43,8.95,23.96,17.2,57.68
2008-05-21,72295,0.65,10.19,22.1,22.69,22.77,8.63,3.43,10.99,2.7,21.74,27.61,23.44,8.77,19.34,18.76,15.4,5.38,9.47,13.94,9.68,6.62,8.39,14.08,33.29,21.03,10.25,14.61,9.91,57.21,3,19.11,75.72,8.74,24.04,17.16,55.83
2008-05-23,71452,0.66,10.19,21.47,22.61,23.52,8.72,3.45,10.96,2.75,20.95,27.65,22.95,8.37,19.08,18.38,14.43,5.25,9.59,13.64,9.42,6.53,8.29,13.97,34.18,21.16,9.98,14.15,9.62,55.05,3.16,18.51,78.38,8.7,24.25,17.32,55.06
2008-05-26,71629,0.66,10.1,21.49,22.4,23.64,8.58,3.42,11.06,2.7,20.71,27.92,22.53,8.28,18.9,18.33,14.54,5.23,9.43,13.71,9.36,6.59,8.25,13.86,33.3,21.28,9.93,14.2,9.79,56.65,3.14,19.15,77.18,8.57,24.16,17.67,54.46
2008-05-27,70992,0.65,10.09,22.06,22.62,24.66,8.76,3.36,10.95,2.7,20.11,27.48,22.33,8.28,18.39,18.65,14.14,5.16,9.25,13.73,9.08,6.82,8.44,13.54,32.67,21.93,9.81,13.95,9.6,54.36,3.12,18.88,74.8,8.78,23.8,17.7,53.4
2008-05-28,73153,0.64,10.06,23.38,23.41,25.87,8.61,3.42,11.09,2.8,20.72,28.29,23.69,8.21,19.27,19.61,13.83,5.27,9.23,14.46,9.34,7.04,9.07,14.13,34.93,23.17,10.53,14.59,10.18,55.54,3.19,19.24,79.16,9.08,24.37,18.38,54.59
2008-05-29,71798,0.62,10.19,23.5,23.31,25.61,8.36,3.52,10.95,2.71,20.63,27.26,23.61,8.28,18.83,19.58,13.85,5.23,9.31,14.78,8.91,6.98,9.46,13.97,34.66,23.08,10.59,15.07,10.19,53.27,3.16,19.01,77.18,8.92,24.04,18,52
2008-05-30,72593,0.62,10.1,24.66,23.44,25.82,8.72,3.71,10.94,2.7,20.39,26.83,24.31,8.1,21.6,20.02,14.14,5.38,9.42,15.43,9.34,7.31,9.66,13.95,35.9,23.52,10.95,14.53,10.54,52.71,3.07,19.7,76.93,9.03,24.45,18.48,52.85
2008-06-02,71897,0.61,10.1,24.01,23.16,25.24,8.42,3.69,10.66,2.65,20.34,26.73,22.99,8.17,22.49,19.61,13.44,5.23,9.35,14.94,9.55,6.96,9.46,13.19,35.46,23.02,10.67,14.19,10.58,53.66,3.03,18.65,75.48,8.45,24.44,18.67,52.67
2008-06-03,70012,0.6,10.1,23.12,22.54,24.71,8.43,3.72,10.49,2.63,19.63,26.05,21.83,8.31,22.42,19.1,13.13,5.1,9.31,14.25,9.39,6.83,8.95,13.47,33.7,23.27,10.49,14.02,10.16,50.95,3,18.56,71.66,8.03,23.92,17.94,50.79
2008-06-04,68673,0.6,9.23,22.9,22.24,24.18,8.14,3.82,10.69,2.56,19.09,25.85,21.27,8.31,22.27,19.41,13.18,5.29,9.3,13.67,9.1,6.86,8.78,13.31,33.24,22.42,10.35,13.72,10.11,49.12,2.92,18.79,71.85,8.29,23.31,18.59,49
2008-06-05,71235,0.6,9.71,24.1,22.96,23.5,8.09,3.81,11.46,2.67,19.9,27.64,22.9,8.41,22.55,20.12,12.96,5.47,9.23,14.65,10.01,7.15,8.88,13.91,35.37,21.88,10.92,14.19,10.35,51.48,2.96,19.07,75,8.64,23.64,19.06,51.18
2008-06-06,69786,0.6,8.74,23.44,22.41,23.2,8.09,3.72,10.81,2.62,19.82,26.85,21.83,8.42,22.16,19.39,12.58,5.25,8.98,14.15,9.59,6.9,8.2,13.33,33.94,22.13,10.39,13.49,10.05,51.56,2.9,18.65,72.09,8.41,23.75,18.71,49.85
2008-06-09,69281,0.6,8.01,23.08,21.96,22.77,7.86,3.75,10.97,2.56,20.38,26.29,21.48,8.35,21.9,20.09,12.21,5.35,8.67,13.89,9.51,6.79,8.29,13.61,33.16,21.6,9.98,13.84,9.97,51.38,2.96,18.58,71.9,8.55,23.64,18.68,48.16
2008-06-10,67775,0.6,7.8,22.97,21.21,22.57,7.89,3.63,10.43,2.54,20.31,25.48,21.48,8.34,21.61,19.81,12.22,5.21,8.45,13.59,9.3,6.56,8.31,13.72,32.11,21.73,9.62,13.78,9.7,49.86,2.92,18.32,70.69,8.5,23.47,18.68,47.12
2008-06-11,66795,0.59,7.53,22.51,21.01,23.3,7.95,3.7,10.32,2.51,20.71,24.95,20.29,8.07,22.18,20.39,12.07,5.38,8.3,13.05,9.34,6.51,8.41,13.77,31.03,21.93,9.35,13.84,9.72,49.95,2.87,17.46,70.64,8.53,22.9,18.59,45.66
2008-06-12,67322,0.63,7.28,22.44,21.52,23.63,8.09,3.82,10.23,2.51,21.03,25.06,20.61,7.86,22.41,19.88,11.98,5.45,8.26,12.91,9.34,6.75,8.16,13.75,31.12,22.22,9.7,13.76,9.78,50.08,2.85,17.36,71.37,8.35,23.04,18.94,46.91
2008-06-13,67204,0.61,6.8,21.83,21.65,23.54,8.07,3.82,10.24,2.53,21.15,24.77,20.8,7.84,21.76,19.29,11.91,5.22,8.15,12.86,9.5,6.77,7.99,13.58,30.89,22.23,9.77,13.97,9.44,51.06,2.84,17.39,72.09,8.32,22.9,18.55,45.79
2008-06-17,68438,0.6,8.74,22.55,22.04,23.65,8.05,4.07,10.06,2.47,21.9,25.26,21.56,8.05,22.01,19.48,11.44,5.28,7.79,13.56,9.25,7.06,7.98,13.58,30.56,22.13,10,14.38,9.48,51.44,2.96,17.5,71.13,8.26,22.56,18.52,47.18
2008-06-18,67090,0.59,6.8,21.6,21.45,22.69,8.05,4,9.75,2.41,21.98,24.58,20.58,7.96,21.1,18.73,10.99,5.17,7.51,12.94,9.08,6.8,8.14,13.15,29.31,21.89,9.77,14.14,9.37,50.78,2.86,17.5,67.79,8.4,21.92,17.63,46.93
2008-06-19,66590,0.6,6.8,21.6,21.45,22.96,7.82,3.96,9.6,2.35,22.02,24.23,19.7,7.79,21.24,19.18,11.06,5.5,7.19,12.65,9.08,6.81,8.11,13.25,28.62,22.1,9.56,13.68,9.03,49.02,2.82,17.31,64.11,8.47,21.92,18.4,46.83
2008-06-20,64614,0.59,7.28,20.78,20.83,22.43,7.64,3.92,9.4,2.33,21.9,23.08,20.01,7.72,20.04,19.01,11.35,5.59,7.04,12.84,9.34,6.57,8.43,13.24,27.75,22.23,9.67,13.6,9.01,48.11,2.72,16.72,62.9,8.22,21.82,17.82,44.73
2008-06-23,64640,0.58,9.86,20.5,20.46,22.06,7.73,3.86,9.43,2.32,22.21,22.67,19.51,7.71,20.22,19.13,11.11,5.5,7.35,12.23,8.96,6.55,8.51,13.03,28.01,22.12,9.67,13.33,9.17,49.04,2.64,16.54,61.93,8.06,21.71,18.04,45.57
2008-06-24,64168,0.58,6.8,20.44,20.48,21.59,7.62,3.74,9.44,2.39,22.45,22.79,19.47,7.44,20.73,18.63,10.91,5.33,7.19,11.89,9.18,6.33,8,12.92,26.91,21.73,9.64,12.83,9.21,48.85,2.68,16.47,59.42,7.92,21.76,17.55,46.38
2008-06-25,65853,0.58,9.61,21.49,20.71,21.72,7.64,3.74,9.88,2.49,22.3,23.85,20.12,7.58,21.61,19.08,10.76,5.57,7.27,12.21,9.18,6.48,8,13,27.61,21.43,10.05,12.73,9.52,50.22,2.68,16.54,62.85,7.9,21.52,18.05,47.34
2008-06-26,63947,0.57,6.8,20.66,19.88,20.83,7.3,3.55,9.89,2.45,21.9,23.52,19.43,7.51,20.95,18.81,10.51,5.32,7.35,11.67,9.03,6.17,7.71,12.64,26.24,20.43,9.98,12.14,9.02,50.32,2.6,16.17,58.69,7.76,21.09,18.07,45.66
2008-06-27,64321,0.56,6.8,20.27,19.95,21.24,7.06,3.63,10.39,2.48,21.5,23.75,19.56,7.72,21.9,18.9,9.99,5.26,6.95,11.76,8.98,6.24,7.81,12.66,27.66,20.23,9.67,12.52,8.97,50.5,2.56,16.61,58.93,7.86,21.23,18.31,45.37
2008-06-30,65018,0.57,6.8,19.82,20.19,20.98,6.97,3.6,10.4,2.49,22.06,24.19,19.73,7.72,21.68,18.84,9.94,5.42,7.39,11.74,8.99,6.34,7.9,12.75,28.26,20.68,9.84,12.76,8.97,51.83,2.52,16.22,58.06,8.06,21.17,18.48,46.31
2008-07-01,63396,0.55,7.38,18.68,19.59,20.49,6.52,3.54,10.04,2.34,22.45,23.12,19.43,7.69,20.69,18.38,9.76,5.39,7.07,11.08,8.73,6.18,7.59,11.92,27.29,20.24,9.16,12.91,8.35,51.7,2.52,14.94,54.43,8.03,20.38,18.55,44.38
2008-07-02,61106,0.53,6.31,18.19,19.65,19.61,6.41,3.43,9.86,2.29,23.26,21.38,18.26,7.16,20.14,18.03,9.27,5.25,6.52,10.49,8.53,6.11,7.9,11.52,25.63,20.92,8.87,12.36,7.84,49.58,2.39,15.53,52.01,7.85,20.11,17.78,42.11
2008-07-03,59273,0.52,6.31,17.9,19.21,18.84,6.38,3.38,9.86,2.22,22.99,20.3,17.64,7.16,19.79,17.88,8.94,5.13,6.27,9.93,8.28,5.95,7.95,11.43,25.09,20.53,8.59,12.07,7.54,47.61,2.32,14.77,49.84,7.5,19.72,17.47,41.11
2008-07-04,59365,0.51,6.8,18.04,19.15,18.33,6.22,3.41,10.03,2.2,23.02,20.27,17.73,7.15,19.63,17.81,8.98,5.13,6.28,10,8.23,5.93,7.77,12.15,24.56,19.93,8.45,11.91,7.84,48.3,2.35,15.22,48.87,7.47,19.76,17.7,41.55
2008-07-07,59088,0.51,7.28,17.49,19.21,18.3,5.98,3.27,9.91,2.17,23.73,20.95,17.51,6.98,19.54,17.76,9.41,5.11,6.15,9.71,8.15,5.92,7.46,11.8,24.47,19.98,8.45,11.71,7.64,47.07,2.35,15.07,49.55,7.62,19.68,17.74,41.6
2008-07-08,59536,0.51,7.09,18.38,19.49,18.54,5.71,3.27,10.17,2.18,23.97,20.91,17.46,6.88,19.96,18.2,10.4,5.34,6.35,10.19,8.25,5.95,7.71,11.77,25,19.93,8.42,12.06,7.64,45.66,2.46,15.35,52.69,7.74,20.21,17.47,41.15
2008-07-10,60253,0.51,7.77,18.34,19.31,19.4,5.84,3.26,10.49,2.27,24.68,21.32,17.34,6.84,21.16,18.44,10.16,5.42,5.87,10.25,8.18,5.92,8.12,12.44,24.82,19.68,8.51,12.6,7.84,45.02,2.48,15.72,52.4,7.96,20.29,17.5,41.15
2008-07-11,60148,0.51,7.28,18.04,19.23,18.98,6.06,3.31,10.4,2.31,26.01,21.45,16.87,6.74,21.5,18.36,10.1,5.44,6.3,9.81,7.81,5.84,8.43,12.44,25.27,19.92,8.59,12.62,7.54,45.42,2.48,15.76,52.69,7.99,20.29,17.62,40.48
2008-07-14,60721,0.53,7.67,18.31,19.17,19.61,5.89,3.24,10.67,2.38,26.4,21.58,16.81,6.67,21.75,18.67,9.92,5.56,6.1,9.79,8.06,5.86,8.54,12.92,26.33,19.43,8.88,13.13,7.72,45.54,2.58,15.81,55.06,7.95,20.6,17.7,41.15
2008-07-15,61015,0.52,8.25,18.49,18.89,20.24,5.75,3.36,11.03,2.47,26.25,21.35,18.27,6.53,22.84,18.81,10.16,5.69,6.27,10.24,8.06,5.79,8.49,13.24,27.03,19.51,9.12,14.07,8.07,44.8,2.5,15.22,58.55,7.93,20.38,18.07,40.27
2008-07-16,62056,0.51,8.84,19.22,20.16,21.43,5.78,3.36,11.29,2.53,25.33,21.6,20.03,6.53,22.86,18.86,11.17,5.91,6.27,11.23,8.62,6.36,8.88,13.4,28.17,19.24,9.53,14.38,9.01,44.1,2.59,14.99,62.76,8.28,20.91,18.21,39.69
2008-07-17,60109,0.74,8.74,18.65,20.21,20.86,5.73,3.37,10.54,2.47,24.29,20.3,19.05,6.46,21.86,18.4,10.84,5.86,6.22,10.83,8.49,6.32,8.88,13.73,27.3,19.63,9.28,14.15,8.8,42.24,2.5,14.66,59.18,8.15,20.92,17.59,37.55
2008-07-18,59988,0.72,7.87,18.91,20.61,20.82,5.39,3.38,10.57,2.36,24.29,20.27,18.27,6.34,21.94,18.66,10.53,5.83,5.95,10.4,8.57,6.43,8.54,13.4,26.33,19.24,9.44,14.26,8.74,42.25,2.64,14.48,55.16,8.06,20.78,17.59,37.12
2008-07-21,60772,0.73,8.35,18.96,20.63,20.39,5.15,3.41,10.74,2.47,24.29,21.3,18.86,6.31,22.1,19.27,10.65,5.85,5.59,10.61,8.49,6.36,8.55,14.02,26.42,19.43,9.76,14.38,8.37,43.18,2.59,14.66,54.19,8.49,20.85,18.4,38.48
2008-07-22,59647,0.71,7.97,18.19,20.61,20.32,5.26,3.38,10.75,2.38,23.54,20.98,19.25,6.31,21.9,19.38,11.27,5.84,5.67,10.76,7.65,6.42,8.24,14.12,26.15,19.53,9.94,14.07,8.31,41.8,2.6,14.62,53.42,8.26,20.21,18.17,37.04
2008-07-23,59421,0.73,7.78,18.8,20.68,20.98,6.11,3.41,10.6,2.38,23.58,20.4,20.32,6.42,22.12,19.45,11.38,5.86,6.03,11.36,8.49,6.39,8.18,13.97,26.55,19.73,10.12,13.88,8.62,40.41,2.54,15.03,54.19,8.34,21.35,17.78,37.01
2008-07-24,57434,0.72,7.77,18.74,20.34,20.78,6.41,3.37,10.48,2.33,23.5,19.36,20.09,6.28,21.69,18.73,11.1,5.57,5.84,11.12,8.45,6.31,7.9,13.58,27.22,19.63,9.7,13.85,8.66,38.45,2.43,15.12,55.06,7.95,20.65,17.69,35.28
2008-07-25,57199,0.71,7.77,18.38,20,20.63,6.41,3.36,10.49,2.32,23.5,19.07,19.92,6.31,21.61,18.41,11.04,5.56,5.99,11.46,8.49,6.17,7.72,13.75,28.36,19.63,9.76,14.3,8.62,38.3,2.4,16.03,54.92,7.74,19.56,17.58,35.09
2008-07-28,56869,0.7,7.77,17.49,19.65,20.19,6.49,3.38,10.37,2.4,23.81,19.43,19.16,6.24,21.95,18.61,10.92,5.55,5.95,11.04,7.89,6.04,7.81,13.38,27.39,19.14,9.76,13.92,8.81,38.64,2.36,16.22,54.87,7.7,19.4,17.33,35.49
2008-08-18,53327,0.76,5.83,16.91,18.21,19.86,6.52,3.73,10.07,2.73,21.74,17.26,18.45,6.35,20.51,16.69,12.45,4.94,5.04,10.08,7.51,5.89,6.82,12.79,24.65,18.19,8.52,14.66,7.82,35.72,2.32,15.26,55.16,7.39,17.6,16.2,32.66
2008-08-19,53639,0.76,5.83,16.83,18.07,19.33,6.52,3.79,10.28,2.75,22.01,17.28,17.91,6.42,20.69,17.16,12.16,4.91,4.97,9.76,7.55,5.86,6.64,13.07,25.71,17.94,8.84,14.94,7.84,36.77,2.32,15.21,52.26,7.37,17.69,16.13,33.16
2008-08-20,55377,0.77,6.02,17.17,18.41,19.47,6.38,3.79,10.1,2.78,22.22,18.2,18.94,6.42,20.91,16.83,12.36,5.01,4.95,10.06,7.47,6.03,6.84,12.75,26.14,17.74,9.33,15.33,8.11,38.57,2.32,15.25,52.45,7.41,18.09,16.35,34.98
2008-08-21,55935,0.77,6.17,17.66,18.49,19.45,6.02,3.82,9.84,2.75,21.9,18.76,19.37,6.38,21.54,16.72,12.21,5.21,4.96,10.25,7.23,6.04,6.7,12.75,26.05,17.74,9.33,15.92,7.83,39.77,2.28,15.07,53.37,7.5,17.97,16.12,35.66
2008-08-22,55850,0.78,6.12,17.82,18.61,19.61,5.93,3.81,9.94,2.79,21.54,18.92,18.7,6.31,21.94,16.65,12.6,5.17,4.64,9.78,7.13,6.1,6.73,12.75,26.33,17.64,9.23,15.21,7.68,39.58,2.28,15.07,51.29,7.4,17.85,16.48,35.08
2008-08-25,54477,0.78,6.02,17.27,18.14,19.13,5.84,3.83,9.8,2.77,21.5,18.21,18.36,6.24,21.83,15.83,12.27,5.01,4.32,9.64,7.22,5.88,6.54,12.4,25.71,17.54,8.89,15.26,7.39,38.24,2.32,15.03,49.31,7.47,17.52,16.47,34.01
2008-08-26,54359,0.76,6.07,16.83,17.9,18.74,5.96,3.84,9.88,2.81,21.62,18.41,17.82,6.31,21.49,16.42,12.53,4.93,4.28,9.4,7.47,5.79,6.35,12.67,25.97,17.14,8.73,15.06,7.45,38.57,2.3,15.07,48.82,7,17.44,15.65,34.05
2008-08-27,55519,0.76,6.07,17.74,18.21,19.37,6.29,3.86,9.94,2.88,21.62,18.93,18.04,6.42,22.16,16.07,12.37,4.84,4.24,9.85,7.47,5.92,6.52,12.92,26.61,16.52,8.65,15.64,7.36,39.67,2.32,14.8,50.81,7.17,17.25,15.57,35.16
2008-08-28,56382,0.78,5.83,18.34,18.59,19.42,6.52,4.04,10.04,2.91,21.33,19.39,18,6.6,22.01,16.42,12.75,4.82,4.37,9.83,7.51,6.09,6.83,13.22,26.58,16.63,8.92,15.52,7.68,39.76,2.54,15.03,49.98,7.47,17.4,15.31,35.34
2008-08-29,55680,0.78,5.83,18.03,18.47,19.81,6.52,3.92,9.74,2.79,20.68,19.27,18.26,6.31,21.61,16.26,12.89,4.84,4.45,9.91,7.47,5.97,6.47,12.69,26.15,16.34,8.92,15.03,7.69,39.17,2.48,15.03,48.39,7.25,16.87,15.58,35.07
2008-09-01,55162,0.78,5.44,17.53,18.14,19.56,6.43,3.84,9.63,2.76,20.14,19.44,18.22,6.31,21.9,16.1,12.96,4.91,4.62,10.78,7.43,5.83,6.34,12.61,25.45,16.43,9.01,15.33,7.9,38.39,2.46,14.71,50.42,7.12,16.63,15.38,34.52
2008-09-02,54404,0.77,5.85,17.69,18.5,19.56,6.52,3.81,9.54,2.81,19.43,18.31,18.21,6.17,21.98,15.83,13.28,4.76,4.48,10.64,7.72,5.88,6.24,12.54,25.58,16.74,8.87,15.13,7.84,37.47,2.42,15.02,49.64,7.07,16.3,15.31,33.72
2008-09-03,53527,0.78,5.54,17.51,18.53,19.59,6.29,3.69,9.38,2.81,18.88,17.79,17.73,6.1,21.46,15.61,13.46,4.79,4.19,10.22,7.47,5.89,5.66,12.1,25.26,16.44,8.37,14.78,7.35,36.81,2.37,14.52,45.43,6.78,16.46,15.15,33.56
2008-09-04,51409,0.76,4.86,16.98,18.34,19.08,6.11,3.72,9.03,2.68,18.32,16.44,16.65,5.75,20.84,14.67,12.78,4.47,4.14,9.47,7.6,5.7,5.45,11.97,25.04,15.95,7.4,14.68,6.6,35.46,2.27,14.25,40.55,6.79,16.14,14.61,32.55
2008-09-05,51940,0.77,4.86,17.05,18.35,19.3,6.07,3.8,9.14,2.67,18.16,16.5,16.17,5.96,20.99,15,13.17,4.33,4.04,9.64,7.05,5.83,5.21,12.07,25.27,15.6,7.81,14.4,6.92,35.54,2.38,14.39,40.98,6.68,16.38,14.84,32.91
2008-09-08,50718,0.78,5.44,16.64,18.64,19.26,6.02,3.82,9.01,2.61,17.16,15.88,16.98,5.96,20.94,14.48,12.99,4.35,4,9.85,7.3,5.81,5.12,12.25,24.47,15.15,7.93,13.79,6.97,33.88,2.39,14.67,39.92,6.84,15.97,14.68,31.71
2008-09-09,48435,0.78,5.51,16.29,18.25,19.13,5.71,3.62,8.83,2.51,14.65,14.56,16.79,5.96,20.05,13.87,13.04,4.2,4,9.87,7.26,5.67,5.1,12.19,23.74,15.3,7.76,13.28,6.66,31.51,2.36,13.75,36.05,6.46,15.8,14.26,30.14
2008-09-10,49633,0.81,4.95,16.86,18.23,20.2,5.88,3.61,8.82,2.57,13.86,15.17,17.29,5.89,19.46,13.67,13.01,4.25,3.98,10.35,7.12,5.77,5.59,12.46,24.2,16.25,7.76,13.62,6.86,32.24,2.54,13.84,36.97,6.61,15.89,13.61,31.91
2008-09-11,51270,0.82,4.65,17.13,18.33,20.55,5.84,3.49,8.88,2.67,15.13,16.3,17.28,5.96,19.51,14,13.26,4.36,3.84,9.91,7.05,5.86,5.75,12.8,24.81,16.45,7.57,14.14,6.87,35.54,2.5,13.52,38.95,6.77,15.32,13.68,33.56
2008-09-12,52393,0.82,4.61,17.02,18.29,20.12,5.84,3.39,8.97,2.7,15.61,17.34,16.93,5.96,19.79,14.08,12.84,4.59,3.8,9.79,7.13,5.81,5.83,12.92,25.27,16.15,7.34,14.34,7.17,37.11,2.5,13.02,42.53,6.73,15.32,14.5,34.42
2008-09-15,48416,0.82,4.01,15.51,17.59,18.96,5.56,3.36,8.82,2.58,14.54,15.72,15.73,5.4,18.48,13.52,12.72,4.36,3.44,9.14,7.13,5.48,5.37,12.48,23.32,15.5,6.4,13.53,6.66,33.42,2.36,12.21,39.43,6.33,13.45,14.53,31.38
2008-09-16,49229,0.78,3.88,16.55,16.91,18.79,5.26,3.27,8.8,2.71,13.14,16.42,15.95,4.91,17.64,13.39,13,4.31,3.19,9,7.71,5.53,5.32,13.09,21.28,16.35,5.93,14.09,6.09,35.34,2.42,12.79,37.84,6.04,13.02,14.34,32.19
2008-09-17,45909,0.77,3.88,15.08,16.35,17.75,4.72,3.2,8.14,2.58,11.83,14.92,14.7,4.28,16.38,12.43,12.58,3.87,2.88,8.45,6.71,5.17,4.86,12.07,20.58,14.91,5.47,13.19,5.47,33.71,2.2,12.28,31.55,5.53,12.23,13.92,29.93
2008-09-18,48423,0.79,3.64,15.92,17.53,18.35,4.9,3.2,8.85,2.58,11.83,15.63,16.49,4.35,17.14,13.03,12.87,3.93,2.76,9.23,6.74,5.65,5,12.28,20.56,14.95,5.54,13.27,5.6,36.09,2.32,11.92,31.98,5.72,12.51,14.88,32.11
2008-09-19,53055,0.83,3.88,17.42,18.6,19.7,5.75,3.37,9.47,2.67,12.92,17.73,18.27,4.55,19.63,14.99,13.18,4.28,3.36,10.83,7.47,6.06,5.51,13.14,23.85,15.45,6.54,15.05,7.05,39.37,2.5,12.79,37.5,6.39,14.47,15.27,34.77
2008-09-22,51541,0.82,5.61,16.68,18.26,19.18,5.46,3.38,9.46,2.8,12.35,16.88,17.48,4.49,19.56,14.27,12.58,4.28,3.48,10.19,7.55,5.75,5.13,12.61,21.19,15.75,6.76,14.93,6.78,39.47,2.38,12.28,36.05,5.94,14.34,15.37,33.8
2008-09-23,49593,0.8,4.5,16.9,17.95,18.85,4.95,3.26,9.62,2.84,11.1,15.71,17.64,4.53,18.86,14.05,12.68,4.31,3.3,9.74,6.81,5.66,4.71,12.31,19.5,15.85,6.55,14.58,6.27,37.64,2.25,10.95,33.87,5.66,14.34,15.54,31.33
2008-09-24,49843,0.8,4.79,16.83,17.67,18.41,5.06,3.19,9.79,2.79,10.16,16.05,17.47,4.53,18.24,13.89,13.14,4.3,3.36,9.76,6.95,5.65,4.82,12.56,18.97,16.18,6.65,14.57,5.68,38.68,2.18,10.45,31.21,5.65,14.17,15.4,31.87
2008-09-25,51828,0.81,4.81,17.28,18.29,18.69,5.75,3.36,10.17,2.88,10.47,15.74,18.27,4.69,19.32,14.38,13.3,4.53,3.17,10.27,7.22,5.84,4.88,12.89,20.39,16.69,6.4,14.66,5.72,40.45,2.16,11.44,32.42,5.99,14.1,15.62,32.98
2008-09-26,50783,0.81,4.76,17.24,18.57,17.62,5.57,3.32,10.27,2.86,11.31,15,17.82,4.53,20.14,14.54,12.28,4.5,3.19,10.27,6.79,5.87,4.98,13.2,20.64,16.25,5.9,14.96,5.8,39.49,2.12,11.31,31.93,5.8,13.77,15.93,31.06
2008-09-29,46028,0.76,2.45,15.52,17.26,16.41,5.12,3.15,9.42,2.77,10.51,12.95,16.22,4.31,19.56,12.6,11.76,4.01,2.92,9.34,6.27,5.57,4.26,12.64,18.35,15.2,4.71,14.14,4.51,36.27,1.84,9.47,25.21,4.93,12.88,15.45,27.27
2008-09-30,49541,1.12,4.86,17.24,18.57,17.67,5.17,3.28,10.17,3,10.12,13.9,17.38,4.9,20.73,14.27,12.32,4.05,3.2,10.23,6.53,5.98,4.62,13.13,20.83,17.53,5.53,14.65,5.27,38.77,2,9.09,26.13,5.18,13.24,16,29.49
2008-10-01,49799,1.11,4.86,17.05,18.77,18.54,5.17,3.27,10.6,3.04,10.35,13.44,17.55,4.76,20.07,15.36,12.28,4.22,3.08,10.1,6.36,6.03,4.83,13.02,21.38,16.35,5.33,15.68,5.29,38.2,1.86,8.41,24.14,5.33,12.92,15.77,29.36
2008-10-02,46145,1.08,3.5,15.39,18.16,16.67,5.06,3.05,10.36,2.97,10.27,12.61,16,4.56,19.46,15.13,12.17,3.99,2.92,8.73,6.41,5.66,4.54,12.7,17.86,16.52,4.71,14.89,4.98,35.72,1.7,7.97,21.87,5.35,12.55,15.46,26.26
2008-10-03,44517,1.06,3.2,14.4,16.69,16.09,4.79,2.86,10.57,3.08,10.43,12.17,15.15,4.36,19.78,14.51,12.05,3.88,3.04,7.87,6.37,5.29,4.01,12.31,18.7,16.54,4.29,15.52,4.9,35.08,1.64,6.87,22.5,4.97,11.4,15.54,26.41
2008-10-06,42101,1.08,3.2,13.36,15.61,14.81,4.27,2.85,10.32,3.08,9.32,11.15,15.51,4,18.86,13.46,11.15,3.82,2.56,7.71,5.83,5.07,3.67,11.61,16.8,16.94,3.69,14.53,4.68,34.11,1.62,5.8,17.9,4.82,11.78,15.46,24.41
2008-10-07,40140,1.08,3.4,12.58,15.54,13.42,3.6,2.85,10.03,3.04,9.28,10.27,13.37,3.72,18.16,12.28,11.19,3.97,2.59,7.43,5.26,4.87,3.85,11.09,16.62,16,3.24,14.26,4.11,32.09,1.62,6.19,16.21,4.52,10.91,14.61,23.41
2008-10-08,38594,1.02,2.92,12.05,15.82,14.33,3.06,2.82,8.84,2.79,9.81,10.13,11.78,3.16,17.21,11.63,10.35,3.89,2.49,7.68,4.92,4.77,3.8,10.84,15.07,16.15,3.33,13.78,3.92,30.59,1.54,6.51,15.48,4.53,10.6,13.61,23.4
2008-10-09,37080,0.98,3.4,11.1,14.3,14.18,3.06,2.75,8.42,2.79,9.94,9.89,10.18,3.19,17.51,11.11,10.02,3.87,2.41,6.39,4.92,4.44,3.32,9.98,15.6,13.95,3.21,13.58,3.82,28.5,1.52,6.6,15.05,4.13,10.31,12.83,22.54
