"Bens Indls / Mat Transporte" "Cons N Básico / Alimentos Processados" "Cons N Cíclico / Fumo" "Cons N Cíclico / Pr Pessoal Limp" "Const e Transp / Constr e Engenh" "Consumo Cíclico / Tecid Vest Calç" "Utilidade Públ / Água Saneamento"
4.995 13.83 5.25 22.31 17.0366666666667 13.02 5.99
4.89 13.6675 5.35 22.47 16.7883333333333 13.1 5.68
4.85 13.5875 5.4 22.19 16.1516666666667 13.33 5.73
4.88 13.7275 5.51 22.87 16.0666666666667 13.02 5.73
4.82 13.77 5.46 22.88 15.915 13.34 5.92
4.715 13.595 5.38 22.96 15.4883333333333 11.72 5.92
4.79 13.785 5.35 22.7 15.4666666666667 11.07 5.91
4.69 13.2625 5.3 22.47 15.5066666666667 10.9 5.9
4.505 12.86 5.25 21.42 14.7183333333333 10.94 5.75
4.48 12.955 5.32 21.09 14.3066666666667 10.68 5.78
4.415 12.8025 5.44 20.76 14.2483333333333 10.72 5.72
4.535 13.0325 5.23 21.01 13.4333333333333 10.93 5.73
4.58 13.455 5.01 21.09 13.695 10.85 5.72
4.555 13.96 4.96 20.9 13.765 10.68 6.01
4.645 13.5975 4.91 20.68 13.6733333333333 10.62 5.93
4.635 13.375 4.96 20.94 13.465 10.57 6.05
4.68 13.0725 4.96 21.01 13.4 10.37 6.17
4.725 12.75 4.86 21.06 13.17 10.59 5.99
4.805 12.9975 4.89 21.4 13.3066666666667 10.38 6.18
4.765 13.16 4.86 21.41 12.6966666666667 10.29 5.95
4.775 13.14 4.94 21.09 12.5933333333333 12.15 5.67
4.655 12.9925 4.98 20.31 12.1833333333333 9.77 5.7
4.69 12.5875 4.79 20.15 11.8 9.98 5.55
4.675 12.3125 4.72 20.41 11.7033333333333 9.72 5.68
4.805 12.8325 4.85 20.85 12.3183333333333 9.9 5.76
4.78 12.67 4.75 21.12 12.23 9.92 5.84
4.72 12.54 4.71 21.25 12.2383333333333 10.11 5.74
4.625 12.8825 4.65 21.36 12.0216666666667 10.16 5.82
4.75 13.0975 4.65 21.42 11.8366666666667 10.29 5.97
4.89 13.6275 4.74 21.17 12.3033333333333 10.11 6.25
4.94 13.43 4.78 21.05 12.2066666666667 10.11 6.16
4.985 13.565 4.84 21.01 12.275 10.42 6.04
5.025 13.5725 4.78 21.42 12.3333333333333 10.14 6.13
5.005 13.3575 4.74 20.77 12.3783333333333 10.64 6.11
5.125 13.9325 4.7 21.24 12.3883333333333 10.15 6.25
5.015 13.7075 4.8 20.79 11.7266666666667 9.72 6.13
5.32 14.035 4.65 21.13 12.5016666666667 9.72 6.39
5.555 13.7575 4.6 21.45 13.1883333333333 9.59 6.35
5.48 13.185 4.44 21.09 13.295 9.72 6.36
5.275 12.855 4.45 22.15 13.8216666666667 9.58 6.34
5.275 12.655 4.38 22.15 13.4166666666667 9.38 5.96
5.42 12.9925 4.4 22.4 13.2416666666667 8.68 6.23
5.325 13.015 4.3 22.11 12.6283333333333 8.68 5.8
5.195 12.7075 4.31 21.99 12.5783333333333 8.68 5.85
5.185 12.455 4.21 21.9 12.19 8.86 5.7
5.435 12.33 4.32 22.72 12.7783333333333 8.86 5.99
5.465 11.99 4.31 22.96 13.16 8.84 5.95
5.55 12.145 4.22 23.5 12.8066666666667 9.2 6.01
5.27 11.6925 4.13 22.56 11.9366666666667 8.86 5.69
5.275 12.0425 4.14 22.27 11.8766666666667 8.94 5.73
5.29 11.4625 4.14 21.74 11.3966666666667 8.99 5.72
5.37 11.765 4.14 21.99 12.1416666666667 9.46 5.89
5.62 11.4275 4.21 22.6 12.4583333333333 8.99 5.79
5.88 11.4275 4.15 22.43 12.8933333333333 8.77 5.93
5.77 11.3875 4.1 21.42 12.5016666666667 8.86 5.87
5.8 11.45 4.19 21.96 12.945 8.86 6.19
5.71 11.145 4.22 22.18 12.9916666666667 8.51 6.23
5.7 11.1025 4.24 22.2 13.4133333333333 8.14 6.25
5.13 10.8675 4.04 21.17 12.2616666666667 7.68 6.12
5.21 10.9325 4.01 21.96 11.9783333333333 7.58 6.16
5.09 10.935 3.84 20.97 10.9633333333333 7.47 5.72
5.215 10.4725 3.78 20.16 11.3016666666667 7.53 5.8
5.23 10.7675 3.84 20.52 10.915 7.38 5.76
5.05 10.5925 3.84 20.15 9.75833333333333 7 5.5
5.04 10.51 3.82 19.64 9.33166666666667 6.99 5.29
4.885 10.1525 3.83 18.97 8.87833333333333 6.91 5.27
5.045 10.47 3.88 19.14 9.28833333333333 6.92 5.53
5.16 10.805 3.92 18.73 9.31166666666667 6.62 5.4
5.025 10.565 3.94 18.48 9.08666666666667 6.45 5.29
5.195 10.3475 3.91 18.31 9.01666666666667 6.54 5.33
5.14 10.635 3.76 18.53 9.08333333333333 6.54 5.19
5.09 10.8175 3.8 18.64 8.73833333333333 6.43 5.3
4.76 10.315 3.8 18.65 9.085 6.24 4.96
4.595 9.8225 4 18.04 8.48666666666667 6.1 4.93
4.725 9.515 3.96 17.91 8.30666666666667 6.07 4.98
4.73 9.54 3.88 18.12 8.16833333333333 6.07 5.22
4.63 9.0125 3.86 18.36 7.97 5.93 5.14
4.465 8.5975 3.79 18.57 7.36666666666667 5.76 5.08
4.315 8.6 3.77 18.44 6.98333333333333 5.6 5.07
4.095 8.53 3.86 18.14 6.92666666666667 5.6 4.91
4.155 8.77 4.12 18.3 7.01166666666667 5.64 5.14
4.52 8.95 4.21 18.28 7.005 5.64 5.12
4.2 8.765 4.25 18.32 6.68666666666667 5.33 4.89
4.365 8.7075 4.29 18.08 6.77166666666667 5.36 4.96
4.325 9.17 4.3 18.39 7.035 5.4 5.09
4.115 8.8325 4.12 17.51 6.405 5.18 4.84
4.03 8.9625 3.38 17.75 6.40666666666667 5.11 5.03
4.075 8.9425 3.34 17.48 6.23666666666667 5.33 4.84
3.885 8.9125 3.33 17.67 5.98166666666667 4.97 4.76
3.805 8.575 3.33 16.61 5.74666666666667 5.35 4.46
3.775 8.585 3.38 17.19 5.74666666666667 5.26 4.47
3.85 8.525 3.37 17.4 5.84666666666667 5.32 4.42
3.56 8.3675 3.32 16.91 5.81333333333333 5.35 4.44
3.475 8.355 3.38 16.98 5.92833333333333 5.43 4.54
3.3 7.7575 3.22 16.16 5.73666666666667 5.09 4.3
3.4 8.0025 3.14 16.41 5.69333333333333 5.4 4.3
3.295 7.86 3.14 16.41 5.92833333333333 5.34 4.42
3.51 8.045 3.14 16.94 5.815 5.35 4.48
3.48 7.8875 3.07 16.94 5.73166666666667 5.15 4.48
3.405 8.065 3.11 17.1 5.46 5.05 4.6
3.66 8.5125 3.21 17.19 5.84166666666667 5.52 4.73
3.715 8.48 3.24 16.91 5.925 5.65 4.59
3.84 8.4825 3.21 16.83 6.01166666666667 5.69 4.59
4.26 8.62 3.11 16.63 6.23833333333333 5.74 4.62
4.57 8.695 3.12 16.81 6.44666666666667 5.9 4.78
4.635 8.705 3.05 16.63 6.615 5.89 4.7
4.555 8.615 3.08 16.63 6.87166666666667 5.86 4.91
4.765 8.9825 3.14 16.7 7.115 5.86 5.11
4.7 8.8825 3.18 16.87 7.235 6.1 4.95
4.73 8.6575 3.18 16.68 7.03833333333333 6.2 4.97
4.815 8.6325 3.18 16.44 6.92166666666667 6.27 5.03
4.85 8.545 3.12 16.63 6.94833333333333 6.26 5.01
5.005 8.82 3.16 16.59 7.165 6.19 5.09
4.945 8.8925 3.16 16.95 7.22833333333333 6.28 4.91
4.815 8.7025 3.2 16.2 7.11833333333333 6.07 4.72
4.755 8.505 3.22 15.86 7.25166666666667 6.09 4.55
4.8 8.48 3.24 15.78 8.02833333333333 6.09 4.71
4.72 8.455 3.07 15.68 7.53666666666667 5.94 4.6
4.685 8.8375 3.13 15.76 7.45166666666667 5.94 4.93
4.85 8.72 3.11 15.92 7.55166666666667 5.94 5.06
4.98 8.82 3.15 15.69 7.57333333333333 5.81 5.11
5.08 8.795 3.08 16.4 6.98 5.77 5.2
5.16 8.5825 3.01 16.87 6.81 5.85 5.2
5.225 8.4425 3.07 17.01 6.935 5.85 5.14
5.18 8.5575 3.07 16.4 6.78833333333333 5.62 5.08
5.335 8.7625 2.95 16.04 7.20833333333333 5.85 5.05
5.29 8.78 3.01 15.56 7.01166666666667 5.81 4.95
5.215 8.9825 2.99 15.34 7.63 5.98 5.13
5.325 9.2725 3.06 16.14 7.69833333333333 6 5.17
5.4 9.0325 3.08 15.84 7.39 5.94 5.18
5.245 8.74 3.02 16 6.96166666666667 6 5.14
5.405 9.0875 3.09 15.84 7.415 5.94 5.44
5.31 9.0475 3 15.44 7.62833333333333 5.52 5.23
5.6 9.485 3.05 15.25 8.305 5.86 5.61
5.545 9.87 3.11 15.31 8.385 5.77 5.44
5.365 9.3625 3.13 15.05 8.12666666666667 5.94 5.15
5.54 9.57 3.1 15.6 8.46666666666667 6.07 5.39
5.555 9.365 3.07 16.47 7.795 6.37 5.64
5.455 9.2125 3.09 16.26 7.05666666666667 6.54 5.67
4.78 8.9175 2.95 15.04 6.725 6.74 5.46
4.745 8.6975 2.86 14.81 6.575 6.45 5.49
4.76 9.075 2.87 15.21 6.35333333333333 6.79 5.33
4.87 9.1175 2.95 15.68 6.22833333333333 6.69 5.14
5.045 9.405 2.97 15.92 6.56166666666667 6.71 5.17
5.09 9.44 3.05 16.44 6.56 6.32 5.68
5.27 9.4925 3.06 16.63 6.34666666666667 6.28 5.56
5.105 9.6675 3.13 16.71 6.32333333333333 6.36 5.44
5.22 9.8425 3.1 16.63 6.61333333333333 6.7 5.62
5.225 9.4525 3.1 16.91 6.35833333333333 5.93 5.29
5.455 9.72 3.38 17.03 6.48166666666667 5.93 5.25
5.09 9.695 3.2 16.53 6.31166666666667 5.77 5.01
5.365 9.8375 3.09 16.24 5.91333333333333 5.51 5.21
5.235 9.6575 3.1 16.45 5.74833333333333 5.6 5.05
5.3 9.74 3.17 17.18 5.77666666666667 5.6 4.93
5.105 9.375 3.25 17.81 5.52 5.18 4.7
5.305 9.125 3.24 17.6 5.35166666666667 5.22 4.6
5.07 9.17 3.17 17.63 5.27333333333333 4.75 4.62
4.845 9.4425 3.04 17.58 5.41166666666667 5.22 4.5
4.885 9.41 2.92 17.03 5.40666666666667 5.51 4.29
4.765 9.9225 3.02 16.32 5.88166666666667 5.69 4.6
4.8 9.69 3.1 16.27 5.73666666666667 5.09 4.44
4.855 9.695 3.17 16.63 5.64666666666667 4.88 4.54
4.7 9.0525 3.37 15.92 5.17 4.67 4.37
4.455 8.89 3.42 16.44 4.81666666666667 4.74 4.52
4.34 8.5075 3.24 16.41 4.48666666666667 4.75 4.32
4.56 8.6675 3.04 16.63 4.96333333333333 4.92 4.78
4.655 8.85 3 16.16 5.07666666666667 4.95 5.09
4.765 9.365 3.2 15.84 5.36333333333333 5.01 4.99
4.655 9.565 3.3 16.24 5.78666666666667 5.08 4.95
4.72 9.365 3.39 17.03 5.74666666666667 4.74 5.06
4.67 9.235 3.04 15.92 5.575 4.67 4.65
4.95 10.07 3.17 16.63 6.12 4.92 4.84
5.03 9.825 2.9 15.6 6.12166666666667 5.01 4.96
5.195 10.2175 2.79 16.62 6.71666666666667 4.55 4.73
5.515 9.78 2.64 16.72 6.68833333333333 5.01 4.79
6.045 9.645 2.53 17.19 7.71666666666667 5.01 4.89
6.12 10.1525 2.7 16.63 8.445 5.18 5.14
5.88 9.725 2.6 15.68 8.00333333333333 5.09 5.18
6.045 9.5 2.64 14.81 7.85166666666667 5.08 4.91
6.06 9.355 2.63 14.34 8.295 4.92 4.69
5.7 8.6875 2.32 13.53 7.97666666666667 4.88 4.32
5.28 8.64 2.11 13.39 7.50666666666667 4.58 4.08
4.81 8.145 2.05 13.11 6.405 4.07 3.56
5.12 8.2425 2.28 13.73 6.75166666666667 4.24 3.97
5.46 8.995 2.51 13.86 7.30166666666667 4.67 3.84
5.445 9.2725 2.51 13.47 7.41 5.25 4.17
5.895 10.27 2.61 13.79 8.68 5.25 4.54
5.835 10.065 2.67 14.26 8.065 5.5 4.75
5.485 9.27 2.57 13.47 7.25333333333333 5.39 4.14
5.555 9.5425 2.62 14.18 6.86333333333333 4.97 4.22
5.45 9.9025 2.74 13.39 6.60333333333333 4.97 4.32
6.06 10.84 2.86 13.61 7.985 5.51 4.91
5.97 10.7375 2.84 13.95 7.65666666666667 5.39 4.51
5.285 9.615 2.71 13.39 6.74166666666667 4.41 3.94
5.77 10.3475 2.79 13.58 6.84333333333333 4.92 4.13
5.945 11.0225 2.79 13.78 7.44666666666667 4.92 4.53
6.405 10.6375 3.04 14.26 7.825 5.26 4.52
6.385 11.185 3.08 14.53 8.675 5.83 4.82
6.845 11.7675 3.08 15.52 9.625 6.37 4.97
6.935 12 2.97 14.89 9.86833333333333 6.41 5.35
7.07 12.5175 3.04 15.68 10.915 6.36 5.33
7.16 12.485 3 14.65 11.29 6.53 5.18
6.8 11.595 2.77 14.14 10.485 6.27 4.93
7.2 12.54 2.86 14.96 12.485 6.79 5.8
7.73 12.6825 2.88 14.66 12.7083333333333 7.22 5.99
7.66 12.3925 2.79 14.57 12.355 6.95 5.65
7.465 12.6275 2.84 14.58 12.895 6.81 5.66
7.48 13.1025 2.8 14.93 13.4566666666667 7.55 5.94
7.84 13.395 2.67 15.05 13.925 7.47 6.39
7.595 12.5325 2.58 13.27 11.9333333333333 6.74 5.72
7.39 12.3375 2.58 13.19 11.42 6.71 5.53
7.71 13.4 2.71 14.09 13 7.71 6.04
7.54 13.5925 2.58 13.53 13.4666666666667 7.13 6.33
7.67 14.4275 2.7 14.34 14.5933333333333 7.13 6.73
7.88 14.47 2.67 14.14 14.07 7.05 6.77
7.775 13.975 2.57 13.62 13.8683333333333 7.12 6.61
7.7 13.545 2.51 13.28 13.5216666666667 7.26 6.46
7.69 14.1725 2.61 13.79 14.275 7.3 6.84
7.775 14.5675 2.67 14.4 14.26 7.05 6.68
7.525 14.7 2.68 14.68 14.135 7.6 6.79
7.915 15.1425 2.81 14.78 15.5483333333333 7.47 6.78
7.85 15.4925 2.81 15.13 16.6133333333333 7.72 7.07
7.71 15.6175 2.76 15.33 16.825 7.43 7.12
7.685 15.825 2.79 15.03 16.27 7.47 7.25
7.645 16.0525 2.91 15.52 16.4633333333333 7.51 7.47
7.345 16.0075 2.88 15.64 16.4916666666667 7.47 7.17
7.415 15.9625 2.81 15.06 16.0833333333333 7.47 7
7.295 16.1775 2.77 15.26 16.3183333333333 7.22 7.47
7.44 16.38 2.79 15.21 16.8866666666667 7.13 7.4
7.245 16.4475 2.75 15.92 17.5183333333333 7.23 7.5
7.34 16.5675 2.78 15.33 17.3066666666667 7.47 7.41
7.24 16.48 2.75 14.94 16.93 7.55 7.37
7.385 16.6525 2.73 14.66 17.5116666666667 7.51 7.39
6.64 17.7375 2.4 13.92 18.265 7.89 7.7
6.72 17.87 2.32 14.3 18.445 8.49 7.74
6.765 17.9525 2.33 13.85 18.4116666666667 8.45 7.95
6.96 18.1175 2.38 13.88 18.44 8.49 8.34
6.935 17.9075 2.38 14.07 17.8916666666667 7.65 8.26
6.62 18.165 2.47 14.38 17.8966666666667 8.49 8.49
6.585 18.2225 2.36 14.26 17.9933333333333 8.57 8.06
6.67 18.415 2.47 14.15 18.8933333333333 8.49 8.15
6.88 18.72 2.53 14.38 19.805 8.62 8.28
6.33 18.6225 2.47 14.07 18.42 8.06 7.93
6.25 18.495 2.38 13.13 17.3933333333333 8.06 7.95
6.29 18.335 2.31 12.62 16.9666666666667 7.81 7.99
6.32 17.97 2.27 12.6 17.035 8.18 7.96
6.43 17.5375 2.18 12.06 17.125 8.25 7.74
5.88 17.3675 2.17 11.71 16.5016666666667 8.15 7.62
5.665 17.2625 2.2 11.91 16.5283333333333 8.23 7.47
5.63 17.5775 2.22 12.07 16.635 8.28 7.5
5.83 17.9225 2.29 12.36 17.3316666666667 8.53 7.85
6.14 17.6925 2.34 12.91 18.2533333333333 8.73 8.03
6.23 17.905 2.49 12.76 19.2883333333333 8.99 8.06
6.275 17.695 2.48 12.52 19.3066666666667 8.98 7.86
6.555 17.7175 2.45 12.14 19.3566666666667 9.03 7.76
6.72 18.3625 2.49 12.73 20.3366666666667 9.18 7.9
6.795 18.4425 2.39 12.83 19.47 9.18 7.92
6.875 18.725 2.32 13.33 19.9766666666667 8.96 8.06
7.035 18.7475 2.33 13.6 20.245 9.34 8.22
6.94 18.7975 2.35 13.68 20.3733333333333 9.08 8.47
6.925 18.675 2.41 14.14 21.3266666666667 9.08 8.4
7.2 18.915 2.47 14.38 22.2533333333333 9.25 8.26
7.375 18.7275 2.53 13.97 22.185 9.5 8.32
7.415 18.76 2.51 13.76 22.105 9.34 8.35
7.47 18.5875 2.51 13.84 21.8916666666667 9.34 8.53
7.57 18.23 2.54 13.78 22.255 9.3 8.5
7.585 18.26 2.56 13.84 22.6483333333333 9.51 8.55
7.74 18.3375 2.62 13.49 22.915 9.59 8.41
7.96 18.54 2.67 14.19 23.8416666666667 10.01 8.64
8.05 18.6175 2.56 13.72 22.7583333333333 9.1 8.29
8.065 19.14 2.63 14.02 22.95 9.39 8.03
8.235 19.515 2.65 14.19 24.0016666666667 9.55 8.45
8.605 19.8475 2.7 14.53 24.5966666666667 9.34 9.03
8.505 19.695 2.71 15.07 24.2766666666667 8.91 8.92
8.51 19.7075 2.8 14.59 24.5416666666667 9.34 9.08
8.63 18.785 2.7 13.95 23.2533333333333 9.08 8.78
8.84 18.47 2.7 14.2 23.7616666666667 9.36 8.57
8.795 18.48 2.75 14.15 24.0266666666667 9.42 8.7
9.2 18.4825 2.7 14.61 23.7883333333333 9.68 8.74
9.5 18.5625 2.79 15.54 23.9716666666667 9.76 8.95
9.605 18.515 2.79 15.58 23.4866666666667 10.06 9.01
9.61 18.4875 2.83 15.77 24.1666666666667 9.68 9.03
9.57 18.1175 2.74 15.38 26.2683333333333 9.56 9.14
9.465 17.8025 2.73 14.81 26.2533333333333 9.67 8.93
9.475 17.74 2.62 14.41 26.6116666666667 9.63 9.07
9.51 17.8175 2.57 14.53 26.7133333333333 9.75 9
9.395 17.6925 2.53 14.42 25.7616666666667 9.68 8.83
9.35 17.695 2.53 14.29 26.02 9.51 8.92
9.39 17.46 2.5 14.04 25.9133333333333 9.33 8.85
9.505 17.8175 2.59 14.53 26.835 9.29 8.92
9.405 18.11 2.55 15.16 28.0783333333333 9.09 8.98
9.35 18.4375 2.53 15.14 27.3083333333333 8.66 8.71
9.38 18.445 2.51 15 24.5616666666667 8.66 8.18
9.295 17.2125 2.36 13.8 22.2666666666667 8.32 8.22
9.31 17.6575 2.46 14.22 22.2433333333333 8.4 8.37
9.23 17.48 2.45 13.99 22.1 8.36 8.45
9.215 17.55 2.41 13.61 22.06 8.34 8.2
9.195 17.685 2.47 14.11 21.7266666666667 8.4 8.04
9.245 17.4375 2.46 14.43 21.9583333333333 8.25 8
9.415 17.105 2.51 14.46 21.425 8.45 8.1
9.235 16.93 2.48 14.14 21.26 8.4 7.9
9.225 16.885 2.53 14.53 21.5183333333333 8.36 7.76
9.25 16.265 2.5 14.5 20.8433333333333 8.34 7.8
9.3 15.93 2.53 15.18 21.42 8.27 7.74
9.565 15.88 2.46 15.23 21.765 8.23 7.61
9.69 15.995 2.52 15.5 21.8116666666667 8.23 7.75
9.565 16.1525 2.48 15.31 22.65 7.72 7.81
9.82 16.72 2.49 14.74 23.5766666666667 7.64 7.94
9.445 16.76 2.49 15.15 24.005 7.63 7.91
9.475 16.9275 2.48 15.35 23.8266666666667 7.64 7.95
9.23 16.47 2.46 15.65 23.85 7.81 7.79
9.185 16.375 2.46 15.23 23.215 7.64 7.76
9.23 16.3625 2.48 14.84 22.0466666666667 7.7 7.6
9.225 16.23 2.45 13.84 21.665 7.62 7.59
9.145 15.8925 2.43 13.8 22.2916666666667 7.55 7.62
9.2 16.155 2.47 14.26 23.9933333333333 7.72 7.61
9.285 16.215 2.51 14.39 24.7283333333333 7.85 7.65
9.44 16.19 2.56 14.4 24.985 7.76 7.67
9.415 15.815 2.45 13.92 24.41 7.89 7.69
9.05 15.41 2.38 14.3 23.65 7.47 7.39
9.02 15.6075 2.38 14.07 23.9766666666667 7.64 7.64
9.24 16.5175 2.45 14.15 25.335 7.72 7.98
9.52 16.1625 2.15 14.38 24.6666666666667 7.89 7.78
9.28 16.575 2.07 14.19 25.2433333333333 7.99 7.83
9.445 16.7025 2.01 13.63 24.9333333333333 8.14 7.9
9.445 16.7975 2.05 13.84 25.2483333333333 8.15 7.92
9.385 15.965 2.1 13.22 24.8516666666667 7.97 7.47
9.435 16.5225 2.22 13.92 26.55 8.03 7.63
9.65 16.825 2.24 13.96 27.3433333333333 8.23 7.69
9.765 17.3025 2.3 14.29 27.8666666666667 8.15 7.8
9.72 16.7675 2 13.72 27.69 7.98 7.97
9.815 16.7 2.03 13.57 28.1033333333333 7.85 7.88
10.1 16.4275 1.99 12.93 27.1283333333333 8.06 7.9
10.285 16.34 2.06 13.1 28.0683333333333 8.23 8.06
10.495 16.3225 2.07 12.92 27.0066666666667 8.01 7.92
10.475 16.0525 1.98 12.78 26.3616666666667 8.04 7.59
10.405 15.86 1.93 12.52 26.0016666666667 8 7.76
10.255 15.755 1.91 12.17 26.0216666666667 8.32 7.63
10.2 15.6325 1.9 11.99 26.0816666666667 8.23 7.45
10.22 15.5275 1.9 12.06 26.9966666666667 8.45 7.39
9.985 15.155 1.89 11.81 27.1766666666667 7.65 7.22
10.055 15.49 1.95 11.99 26.615 7.81 7.29
10.11 15.1825 1.9 11.92 26.0066666666667 7.89 7.25
10.355 15.165 1.9 12.18 28.0633333333333 7.64 7.33
10.415 15.09 1.94 12.55 27.4133333333333 7.64 7.36
10.53 14.94 1.98 12.95 25.7183333333333 7.66 7.47
10.26 14.96 1.98 12.33 23.4066666666667 7.64 7.33
9.94 14.6275 1.94 12.07 23.01 7.7 7.27
9.855 14.4625 1.93 12.11 23.1283333333333 8.15 7.47
9.955 14.555 2 12.83 24.1116666666667 7.79 7.63
10.275 15.3075 2.02 12.86 25.315 8.06 7.54
10.03 15.01 1.96 12.74 25.1 8.15 7.3
9.945 14.805 1.96 13.01 26.2116666666667 8.14 7.43
9.99 14.4775 2.04 13.07 25.51 8.19 7.31
10.01 14.145 2.11 12.45 24.3166666666667 8.23 7.3
9.98 14.0375 2.02 12.18 23.8216666666667 8.45 7.19
9.67 13.345 1.98 11.02 22.355 7.99 6.9
9.895 13.41 2.02 11.35 23.1433333333333 8.24 7.24
9.68 13.1 1.95 11.77 22.1 8.01 6.74
10.08 14.0925 2.03 11.84 23.5616666666667 8.24 7.41
10.195 14.15 1.93 12.05 23.2216666666667 8.24 7.48
10.27 14.4425 1.87 12.45 24.18 8.16 7.94
10.405 14.9825 1.91 12.01 25.6616666666667 8.41 8.16
10.68 15.5475 1.99 12.59 27.4216666666667 8.53 8.34
10.855 15.57 1.96 12.41 27.5716666666667 9 8.37
11.105 15.9 1.97 12.59 27.4116666666667 8.83 8.28
11.01 15.475 1.99 12.71 27.425 8.58 8.45
10.79 14.99 1.87 12.89 28.69 8.32 8.18
10.715 14.78 1.84 12.82 28.6016666666667 8.28 8.16
10.82 14.395 1.74 12.64 28.3683333333333 8.23 8.24
10.86 14.6 1.82 13.29 29.0016666666667 8.46 8.4
10.675 14.525 1.86 13.31 28.6333333333333 8.41 8.18
